index,유기번호,썸네일,접수일,발견장소,품종,색상,나이,체중,공고번호,공고시작일,공고종료일,이미지,성별,중성화여부,특징,보호소이름,보호소전화번호,보호장소,관할기관,담당자,담당자연락처,특이사항,상태,x,y,SPECIAL_WORD,건강,친화성+,친화성-,친화성+강조,친화성-강조,api_친화성,api_건강점수,1년미만,출생연도,만나이,1년미만_주환산,1년이상_주환산,나이_주환산,체중_숫자,F,M,Q,N,U,Y,군집
1315,448567202201003,http://www.animal.go.kr/files/shelter/2022/10/202210311710575[1]_s.jpg,20221028,성산구 반지동 지귀다리 부근,[개] 말티즈,흰색,2018(년생),4.2(Kg),경남-창원1-2022-00496,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311710575[1].jpg,M,N,L-10-1-31 흰색. 너무 귀엽게 생긴 아이. 목줄착용. 곰돌이처럼 생겼음.,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,-,보호중,128.646237202033,35.2385457817144,흰색 너무 귀엽 생기 아이 목줄 착용 곰돌이 생기,[],[],[],[],[],0,7,[],2018,4,None,208,208.0,4.2,0,1,0,1,0,0,8
1316,448544202200384,http://www.animal.go.kr/files/shelter/2022/10/202210281710125_s.jpg,20221028,경상남도 하동군 양보면 진양로 736 ,[개] 믹스견,갈색,2022(년생),3.6(Kg),경남-하동-2022-00271,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281710125.png,F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,-,보호중,127.769121959736,35.0788475161836,순,[],[['순함']],[],[],[],1,7,[],2022,0,None,0,27.0,3.6,1,0,0,1,0,0,9
1317,448544202200383,http://www.animal.go.kr/files/shelter/2022/10/202210281710380_s.jpg,20221028,경남 하동군 양보면 진양로 736,[개] 믹스견,검정색,2022(년생),3.8(Kg),경남-하동-2022-00270,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281710380.png,F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,-,보호중,127.769121959736,35.0788475161836,순,[],[['순함']],[],[],[],1,7,[],2022,0,None,0,27.0,3.8,1,0,0,1,0,0,9
1318,448544202200382,http://www.animal.go.kr/files/shelter/2022/10/202210281610500_s.jpg,20221028,경상남도 하동군 양보면 진양로 1039-4 ,[개] 믹스견,흰색,2022(년생),2.9(Kg),경남-하동-2022-00269,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281610500.png,M,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,-,보호중,127.769121959736,35.0788475161836,순,[],[['순함']],[],[],[],1,7,[],2022,0,None,0,27.0,2.9,0,1,0,1,0,0,9
1319,448544202200381,http://www.animal.go.kr/files/shelter/2022/10/202210281610563_s.jpg,20221028,경남 하동군 횡천면 경서대로 1175-3 ,[개] 믹스견,갈색,2022(년생),2.2(Kg),경남-하동-2022-00268,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281610563.png,F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,-,보호중,127.769121959736,35.0788475161836,순,[],[['순함']],[],[],[],1,7,[],2022,0,None,0,27.0,2.2,1,0,0,1,0,0,9
1320,448544202200380,http://www.animal.go.kr/files/shelter/2022/10/202210281610384_s.jpg,20221028,경남 하동군 횡천면 경서대로 1175-3 ,[개] 믹스견,흰색,2022(년생),2.1(Kg),경남-하동-2022-00267,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281610384.png,F,N,순함,하동군유기동물보호소,055-880-2677,경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소,경상남도 하동군,하동군,055-880-2677,-,보호중,127.769121959736,35.0788475161836,순,[],[['순함']],[],[],[],1,7,[],2022,0,None,0,27.0,2.1,1,0,0,1,0,0,9
1321,448535202201723,http://www.animal.go.kr/files/shelter/2022/10/202210311310869_s.jpg,20221028,주촌면 천곡로 13,[개] 믹스견,"검정, 흰색",2021(년생),7(Kg),경남-김해-2022-01363,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311310869.jpg,F,U,"1-871, 쫑긋한 귀, 온순함, 사람을 잘 따름",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,경상남도 김해시,김해시,055-350-4133,-,보호중,128.939632892873,35.1514432819343,쫑긋 귀 온순 사람 자,[],"[['1-871, 쫑긋한 귀, 온순함, 사람을 잘 따름'], ['1-871, 쫑긋한 귀, 온순함, 사람을 잘 따름'], ['1-871, 쫑긋한 귀, 온순함, 사람을 잘 따름']]",[],"[['1-871, 쫑긋한 귀, 온순함, 사람을 잘 따름']]",[],4,7,[],2021,1,None,52,52.0,7.0,1,0,0,0,1,0,28
1322,448535202201722,http://www.animal.go.kr/files/shelter/2022/10/202210311310695_s.jpg,20221028,진영119,[개] 믹스견,"검정, 흰색",2014(년생),14(Kg),경남-김해-2022-01362,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311310695.jpg,M,U,"1-870, 왼쪽발만 흰색털, 눈꼽이 많이 낌, 경계심",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,경상남도 김해시,김해시,055-350-4133,-,보호중,128.939632892873,35.1514432819343,왼쪽 발 흰색 털 눈꼽 많이 끼 경계심,[],[],"[['1-870, 왼쪽발만 흰색털, 눈꼽이 많이 낌, 경계심']]",[],[],-1,7,[],2014,8,None,416,416.0,14.0,0,1,0,0,1,0,48
1323,446497202200216,http://www.animal.go.kr/files/shelter/2022/10/202210311310201_s.jpg,20221028,법성면 용성월산로6길 107-8,[개] 믹스견,흰색,2018(년생),20(Kg),전남-영광-2022-00169,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311310201.jpg,M,N,마을에서 노인들을 공격한다는 신고로 포획,불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,-,보호중,126.500875714236,35.2008853204074,마을 노인 공격 신고 포획,[],[],[],[],[],0,7,[],2018,4,None,208,208.0,20.0,0,1,0,1,0,0,2
1324,444460202200639,http://www.animal.go.kr/files/shelter/2022/10/202210281110227[1]_s.jpg,20221028, 청운대후문인근,[개] 믹스견,갈&흑색,2018(년생),5(Kg),충남-홍성-2022-00372,20221031,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281110227[1].jpg,M,U,사람을 잘 따름 .신고자가 사무실 내방 칩확인,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,충청남도 홍성군,박철,041-630-1727,-,보호중,126.705497627146,36.5789050587768,사람 잘 따름 신고자 사무실 내방 칩 확인,[],[['사람을 잘 따름 .신고자가 사무실 내방 칩확인']],[],[['사람을 잘 따름 .신고자가 사무실 내방 칩확인']],[],2,7,[],2018,4,None,208,208.0,5.0,0,1,0,0,1,0,13
1325,444453202200864,http://www.animal.go.kr/files/shelter/2022/10/202210311310539_s.jpg,20221028,해미면 대곡솔벌길 19-1,[개] 믹스견,흰색 갈색,2022(년생),3.6(Kg),충남-서산-2022-00730,20221031,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210311310539.jpg,F,U,"입소시 7개월령 추정, 순함",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시,최기항,041-660-2392,-,보호중,126.412717443224,36.7207669005716,입 소시 7 개 월령 추정 순,[],"[['입소시 7개월령 추정, 순함']]",[],[],[],1,7,['7개월'],2022,0,31.5,0,31.5,3.6,1,0,0,0,1,0,9
1326,444453202200863,http://www.animal.go.kr/files/shelter/2022/10/202210311310844_s.jpg,20221028,해미면 대곡솔벌길 19-1,[개] 믹스견,흰색 갈색,2022(년생),3.1(Kg),충남-서산-2022-00729,20221031,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210311310844.jpg,F,U,"입소시 7개월령 추정, 순함, 사람 잘 따름",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시,최기항,041-660-2392,-,보호중,126.412717443224,36.7207669005716,입 소시 7 개 월령 추정 순 사람 자,[],"[['입소시 7개월령 추정, 순함, 사람 잘 따름'], ['입소시 7개월령 추정, 순함, 사람 잘 따름']]",[],"[['입소시 7개월령 추정, 순함, 사람 잘 따름']]",[],3,7,['7개월'],2022,0,31.5,0,31.5,3.1,1,0,0,0,1,0,1
1327,444453202200862,http://www.animal.go.kr/files/shelter/2022/10/202210311310334_s.jpg,20221028,해미면 대곡솔벌길 19-1,[개] 믹스견,흰색 갈색,2022(년생),5.42(Kg),충남-서산-2022-00728,20221031,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210311310334.jpg,M,U,"입소시 7개월령 추정, 순함, 사람 잘 따름",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시,최기항,041-660-2392,-,보호중,126.412717443224,36.7207669005716,입 소시 7 개 월령 추정 순 사람 자,[],"[['입소시 7개월령 추정, 순함, 사람 잘 따름'], ['입소시 7개월령 추정, 순함, 사람 잘 따름']]",[],"[['입소시 7개월령 추정, 순함, 사람 잘 따름']]",[],3,7,['7개월'],2022,0,31.5,0,31.5,5.42,0,1,0,0,1,0,1
1328,444450202200442,http://www.animal.go.kr/files/shelter/2022/10/202210311110543_s.jpg,20221028,신풍면 황새골길,[개] 믹스견,갈색/검정,2021(년생),7.1(Kg),충남-공주-2022-00309,20221031,20221114,http://www.animal.go.kr/files/shelter/2022/10/202210311110543.jpg,M,N,"전신피부염, 진드기감염",공주시 동물보호소,041-840-8580,충청남도 공주시 우성면 내산목천길 52-15  ,충청남도 공주시,축산유통팀,041-840-8580,-,보호중,127.100107722125,36.4923024508166,전신 피부염 진드기 감염,"[['전신피부염, 진드기감염'], ['전신피부염, 진드기감염'], ['전신피부염, 진드기감염'], ['전신피부염, 진드기감염']]",[],[],[],[],0,3,[],2021,1,None,52,52.0,7.1,0,1,0,1,0,0,14
1329,444449202201725,http://www.animal.go.kr/files/shelter/2022/10/20221031161028_s.jpg,20221028,동남구 풍세면 금호3길 1 ,[개] 믹스견,검+황,2022(년생),3.5(Kg),충남-천안-2022-01072,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/20221031161028.jpg,M,N,"3개월령,발이 다 황색임",유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동) ,충청남도 천안시,오병구,041-521-5735,-,보호중,127.17154993592,36.7832856053138,3 개 월령 발 다 황색,[],[],[],[],[],0,7,['3개월'],2022,0,13.5,0,13.5,3.5,0,1,0,1,0,0,42
1330,443445202200543,http://www.animal.go.kr/files/shelter/2022/10/202210310910717_s.jpg,20221028,덕산읍 용몽로 40-6,[개] 믹스견,황백색,2022(년생),5(Kg),충북-진천-2022-00273,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210310910717.jpg,F,U,전반적건강양호,괴산증평보호소,010-3169-1151,충청북도 증평군 도안면 입장길 239  ,충청북도 진천군,윤성호,043-539-3562,-,보호중,127.60823511265,36.8469668986887,전반적 건강 양호,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,5.0,1,0,0,0,1,0,42
1331,442423202200471,http://www.animal.go.kr/files/shelter/2022/10/202210310910863_s.jpg,20221028,(구)동우대부관 앞,[개] 믹스견,흰색,2021(년생),7.2(Kg),강원-속초-2022-00294,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210310910863.jpg,M,N,사람을잘따름,속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동) ,강원도 속초시,최화진,033-639-2583,-,보호중,128.598848070337,38.1692122905353,사람 자,[],[['사람을잘따름']],[],[['사람을잘따름']],[],2,7,[],2021,1,None,52,52.0,7.2,0,1,0,1,0,0,34
1332,441408202200960,http://www.animal.go.kr/files/shelter/2022/10/202210281710521_s.jpg,20221028,내방리 200-37,[개] 믹스견,검정/하양,2020(년생),25.1(Kg),경기-안성-2022-00652,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281710521.jpg,M,N,사람을 잘 따름,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493,-,보호중,127.274798772536,37.0065997110349,사람 자,[],[['사람을 잘 따름']],[],[['사람을 잘 따름']],[],2,7,[],2020,2,None,104,104.0,25.1,0,1,0,1,0,0,21
1338,431373202201441,http://www.animal.go.kr/files/shelter/2022/10/202210311510859_s.jpg,20221028,울주 서생면 양암3길6,[개] 믹스견,연갈색,2017(년생),16.4(Kg),울산-울주-2022-00861,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311510859.jpg,F,N,경계심 있음,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,울산광역시 울주군,김은지,052-204-1635,-,보호중,129.285705934537,35.3911980202497,경계심 있음,[],[],[['경계심 있음']],[],[],-1,7,[],2017,5,None,260,260.0,16.4,1,0,0,1,0,0,48
1339,431373202201440,http://www.animal.go.kr/files/shelter/2022/10/202210311510987_s.jpg,20221028,울주군 서생 위양리406-1,[개] 믹스견,갈색,2020(년생),18.2(Kg),울산-울주-2022-00860,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311510987.jpg,M,N,목테착용/사나움,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,울산광역시 울주군,김은지,052-204-1635,-,보호중,129.285705934537,35.3911980202497,목 테 착용 사나움,[],[],[['목테착용/사나움']],[],[],-1,7,[],2020,2,None,104,104.0,18.2,0,1,0,1,0,0,41
1340,428356202201596,http://www.animal.go.kr/files/shelter/2022/10/20221028151007_s.jpg,20221028,서구 원당동822-13,[개] 스피츠,흰색,2022(년생),1.5(Kg),인천-서구-2022-00878,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/20221028151007.jpg,M,N,목줄없음.온순함,우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,인천광역시 서구,김하린,032-560-1903,-,보호중,126.676699056826,37.5488884180125,목줄 없 온순,[],"[['목줄없음.온순함'], ['목줄없음.온순함']]",[],[],[],2,7,[],2022,0,None,0,27.0,1.5,0,1,0,1,0,0,29
1341,428356202201593,http://www.animal.go.kr/files/shelter/2022/10/202210281310518_s.jpg,20221028,심곡동 342-9,[개] 코카 스파니엘,검정,2019(년생),6(Kg),인천-서구-2022-00877,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210281310518.jpg,F,U,사람 좋아함. 착함. 순함. 귀여움. 치석 약간 있음.,가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,김하린,032-560-1903,-,보호중,126.673021936709,37.515665547475,사람 좋아하 착하 순 귀엽 치석 약간 있음,[['사람 좋아함. 착함. 순함. 귀여움. 치석 약간 있음.']],"[['사람 좋아함. 착함. 순함. 귀여움. 치석 약간 있음.'], ['사람 좋아함. 착함. 순함. 귀여움. 치석 약간 있음.'], ['사람 좋아함. 착함. 순함. 귀여움. 치석 약간 있음.']]",[],[],[],3,6,[],2019,3,None,156,156.0,6.0,1,0,0,0,1,0,23
1342,428355202200810,http://www.animal.go.kr/files/shelter/2022/10/202210302210590_s.jpg,20221028,계양경기장 벨로드롬부근,[개] 믹스견,백색,2015(년생),29.0(Kg),인천-계양-2022-00494,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210302210590.jpg,M,N,"빨간색 철물점목걸이착용,원기부족상태",신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,인천광역시 계양구,계양구,032-450-6844,-,보호중,126.741378637695,37.5488589482823,빨간색 철물점 목걸이 착용 원기 부족 상태,[],[],[],[],[],0,7,[],2015,7,None,364,364.0,29.0,0,1,0,1,0,0,24
1344,427348202201120,http://www.animal.go.kr/files/shelter/2022/10/202210291110216_s.jpg,20221028,예현리 마을회관,[개] 믹스견,검정,2022(년생),3.50(Kg),대구-달성-2022-00726,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210291110216.jpg,F,N,경계심이 강함,달성축산동물병원,053-614-3775,대구광역시 달성군 현풍면 원교길 6 (현풍면) ,대구광역시 달성군,동물보호 담당,053-668-3863,-,보호중,128.44751526046,35.674187481744,경계심 강,[],[],[['경계심이 강함']],[],[],-1,7,[],2022,0,None,0,27.0,3.5,1,0,0,1,0,0,0
1345,426336202200535,http://www.animal.go.kr/files/shelter/2022/10/202210311710791_s.jpg,20221028,강동동21-10 주차장 부근,[개] 믹스견,갈검,2020(년생),12(Kg),부산-강서-2022-00438,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311710791.png,F,N,장모,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,부산광역시 강서구,박혜리,051-970-4814,-,보호중,128.917023293288,35.1774990778135,장모,[],[],[],[],[],0,7,[],2020,2,None,104,104.0,12.0,1,0,0,1,0,0,27
1346,426334202201002,http://www.animal.go.kr/files/shelter/2022/10/20221031151082_s.jpg,20221028,다산로 147부근,[개] 믹스견,갈색,2021(년생),6(Kg),부산-사하-2022-00514,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/20221031151082.jpg,M,U,다산로에서 발견된 유기견임,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,부산광역시 사하구,박혜영,051-220-4477,-,보호중,128.917023293288,35.1774990778135,다산 발견 유기 견,[],[],[],[],[],0,7,[],2021,1,None,52,52.0,6.0,0,1,0,0,1,0,20
1347,426331202200508,http://www.animal.go.kr/files/shelter/2022/10/202210311510897[1]_s.jpg,20221028,석포로 34 세배로 마트 감만점 앞,[개] 믹스견,흰색,2018(년생),20(Kg),부산-남구-2022-00285,20221031,20221110,http://www.animal.go.kr/files/shelter/2022/10/202210311510897[1].jpg,M,N,"빨간색 목줄 착용, 순함",누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정승묵,051-607-4481,-,보호중,129.206328054896,35.1948302084963,빨간색 목줄 착용 순,[],"[['빨간색 목줄 착용, 순함']]",[],[],[],1,7,[],2018,4,None,208,208.0,20.0,0,1,0,1,0,0,2
1349,441417202201172,http://www.animal.go.kr/files/shelter/2022/10/202210301710360_s.jpg,20221028,양서면 왯재길 72-21,[개] 믹스견,흰색,2017(년생),10(Kg),경기-양평-2022-00374,20221030,20221109,http://www.animal.go.kr/files/shelter/2022/10/202210301710360.jpeg,M,N,경계있음,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,경계 있음,[],[],[['경계있음']],[],[],-1,7,[],2017,5,None,260,260.0,10.0,0,1,0,1,0,0,15
1350,441417202201171,http://www.animal.go.kr/files/shelter/2022/10/202210301710794_s.jpg,20221028,양평읍 백운길 98-45,[개] 말티즈,흰색,2015(년생),5(Kg),경기-양평-2022-00373,20221030,20221109,http://www.animal.go.kr/files/shelter/2022/10/202210301710794.jpeg,M,N,순함 ,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,순,[],[['순함 ']],[],[],[],1,7,[],2015,7,None,364,364.0,5.0,0,1,0,1,0,0,17
1351,441417202201170,http://www.animal.go.kr/files/shelter/2022/10/202210301710259_s.jpg,20221028,양서면 상촌길 86,[개] 스피츠,흰색,2017(년생),5(Kg),경기-양평-2022-00372,20221030,20221109,http://www.animal.go.kr/files/shelter/2022/10/202210301710259.jpeg,M,N,사나운 편,양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,-,보호중,127.512412084076,37.5103981448026,사납 편,[],[],[['사나운 편']],[],[],-1,7,[],2017,5,None,260,260.0,5.0,0,1,0,1,0,0,15
1352,411314202200554,http://www.animal.go.kr/files/shelter/2022/10/202210291110924_s.jpg,20221028,신월동11-27부근도로변,[개] 믹스견,흰/갈,2017(년생),6.7(Kg),서울-양천-2022-00157,20221030,20221109,http://www.animal.go.kr/files/shelter/2022/10/202210291110924.jpg,F,N,치석있고온순해보이나겁이많고경계심보이고있음,강현림동물병원,02-2642-9159,서울특별시 양천구 등촌로 160 (목동) 1층,서울특별시 양천구,양천구청,02-2620-4918,-,보호중,126.862420988508,37.5440383235958,치석 있 온순 보이 겁 많 경계 심보 있,[['치석있고온순해보이나겁이많고경계심보이고있음']],[['치석있고온순해보이나겁이많고경계심보이고있음']],"[['치석있고온순해보이나겁이많고경계심보이고있음'], ['치석있고온순해보이나겁이많고경계심보이고있음']]",[],[['치석있고온순해보이나겁이많고경계심보이고있음']],-2,6,[],2017,5,None,260,260.0,6.7,1,0,0,1,0,0,11
1353,448547202200684,http://www.animal.go.kr/files/shelter/2022/10/202210291610776_s.jpg,20221028,고제면 원탑선길 51,[개] 믹스견,베이지,2019(년생),11(Kg),경남-거창-2022-00340,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291610776.jpg,M,N,순함,거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12  ,경상남도 거창군,거창군,055-940-8140,-,보호중,127.912919416435,35.6516636334543,순,[],[['순함']],[],[],[],1,7,[],2019,3,None,156,156.0,11.0,0,1,0,1,0,0,27
1354,448547202200683,http://www.animal.go.kr/files/shelter/2022/10/202210291610208_s.jpg,20221028,거창읍 송정7길 94,[개] 믹스견,갈색,2021(년생),19(Kg),경남-거창-2022-00339,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291610208.jpg,M,N,"겁많음, 목줄착용",거창유기동물보호센터,055-945-6500,경상남도 거창군 남상면 수남로 1934-12  ,경상남도 거창군,거창군,055-940-8140,-,보호중,127.912919416435,35.6516636334543,겁 많 목줄 착용,[],[],"[['겁많음, 목줄착용']]",[],[],-1,7,[],2021,1,None,52,52.0,19.0,0,1,0,1,0,0,41
1355,447522202200385,http://www.animal.go.kr/files/shelter/2022/10/202210291210324_s.jpg,20221028,왜관읍석전로 한양수자인입구,[개] 스피츠,흰색,2020(년생),13(Kg),경북-칠곡-2022-00304,20221029,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210291210324.jpg,M,N,파란색목테초록와이어줄착용 석전로근처줄이끊어져나온걸로보임,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,경상북도 칠곡군,동물보호담당,054-979-6493,-,보호중,128.441955475992,36.0408917783081,파란색 목 테 초록 와이어 줄 착용 석 전로 근처 줄 끊어지 나오 보이,[],[],[],[],[],0,7,[],2020,2,None,104,104.0,13.0,0,1,0,1,0,0,27
1357,444452202201727,http://www.animal.go.kr/files/shelter/2022/10/20221028211026_s.jpg,20221028,외암로 1166번길 1 송악 부동산 앞,[개] 믹스견,흰색,2019(년생),16(Kg),충남-아산-2022-00886,20221029,20221107,http://www.animal.go.kr/files/shelter/2022/10/20221028211026.jpg,M,U,1727호(관리) 886호(공고),아산시동물보호센터,041-533-3563,충청남도 아산시 염치읍 충무로 295-9  ,충청남도 아산시,이호석,041-537-3845,-,보호중,127.004816539859,36.8068965488798,1727 호 관리 886 호 공고,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,16.0,0,1,0,0,1,0,2
1359,441560202201316,http://www.animal.go.kr/files/shelter/2022/10/202210291310947_s.jpg,20221028,영중면 거사리 산109 인근,[개] 믹스견,갈/흰,2022(년생),0.45(Kg),경기-포천-2022-00989,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291310947.jpg,Q,U,포유기5마리. 어미와 함께옴. 눈못뜸. 얌전함. 털상태양호. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,-,보호중,126.983544528402,37.8701154520745,포유기 5 마리 어미 함께 오 눈 못 뜸 얌전하 터 상태 양호,[],[['포유기5마리. 어미와 함께옴. 눈못뜸. 얌전함. 털상태양호. ']],[],[],[],1,7,[],2022,0,None,0,27.0,0.45,0,0,1,0,1,0,9
1360,441560202201315,http://www.animal.go.kr/files/shelter/2022/10/202210291310471_s.jpg,20221028,영중면 거사리 산109 인근,[개] 믹스견,갈,2021(년생),8(Kg),경기-포천-2022-00988,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291310471.jpg,F,U,코갈색. 새끼5마리함께옴. 유선발달. 겁있음. 경계/방어적입질. 꼬리단미안됨. 털상태양호. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,-,보호중,126.983544528402,37.8701154520745,코 갈색 새끼 5 마리 함께 오 유선 발달 겁 있음 경계 방어 입질 꼬리 단 미안 터 상태 양호,[],[],"[['코갈색. 새끼5마리함께옴. 유선발달. 겁있음. 경계/방어적입질. 꼬리단미안됨. 털상태양호. '], ['코갈색. 새끼5마리함께옴. 유선발달. 겁있음. 경계/방어적입질. 꼬리단미안됨. 털상태양호. '], ['코갈색. 새끼5마리함께옴. 유선발달. 겁있음. 경계/방어적입질. 꼬리단미안됨. 털상태양호. ']]",[],[],-3,7,[],2021,1,None,52,52.0,8.0,1,0,0,0,1,0,37
1361,441409202201739,http://www.animal.go.kr/files/shelter/2022/10/202210291310956_s.jpg,20221028,풍무동 92-87 인근,[개] 믹스견,흰,2018(년생),17(Kg),경기-김포-2022-00840,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291310956.jpg,F,U,양귀쫑긋. 양눈눈곱. 입주위 흉터. 유선발달/유즙분비. 경계함. 꼬리단미안됨. 털상태양호. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,-,보호중,126.983544528402,37.8701154520745,양귀 쫑긋 양 누 눈곱 입주 위 흉터 유선 발달 유 즙 분비 경계 꼬리 단 미안 터 상태 양호,[['양귀쫑긋. 양눈눈곱. 입주위 흉터. 유선발달/유즙분비. 경계함. 꼬리단미안됨. 털상태양호. ']],[],[['양귀쫑긋. 양눈눈곱. 입주위 흉터. 유선발달/유즙분비. 경계함. 꼬리단미안됨. 털상태양호. ']],[],[],-1,6,[],2018,4,None,208,208.0,17.0,1,0,0,0,1,0,30
